TEAM,PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Orlando Magic,"
Jalen Suggs
",15:50,1,5,20.0,0,3,0.0,1,3,33.3,1,1,2,1,3,0,3,3,3,-6
Orlando Magic,"
Cole Anthony",28:29,8,12,66.7,4,5,80.0,5,7,71.4,0,0,0,2,1,1,2,1,25,-1
Orlando Magic,"
Chuma Okeke",14:22,1,2,50.0,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0
Orlando Magic,"
Mo Bamba",15:03,2,6,33.3,1,3,33.3,2,2,100,1,5,6,2,0,0,1,1,7,2
Orlando Magic,"
Bol Bol",11:45,2,3,66.7,0,0,0.0,1,1,100,1,2,3,0,0,2,1,0,5,-4
Orlando Magic,"
R.J. Hampton",16:23,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,2,0,0,2,2,2,-5
Orlando Magic,"
Kevon Harris",0:38,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,2
Orlando Magic,"
Franz Wagner
",34:31,8,17,47.1,2,6,33.3,0,0,0.0,2,4,6,2,1,0,1,1,18,-17
Orlando Magic,"
Paolo Banchero
",33:13,6,19,31.6,2,7,28.6,9,11,81.8,1,4,5,3,0,1,2,1,23,-16
Orlando Magic,"
Wendell Carter Jr.
",34:56,6,13,46.2,1,1,100,2,4,50.0,5,7,12,5,0,1,3,5,15,-4
Orlando Magic,"
Terrence Ross
",35:09,11,16,68.8,5,8,62.5,2,2,100,1,3,4,1,1,0,0,3,29,-3
Orlando Magic,"
Cole Anthony
",31:43,6,13,46.2,2,5,40.0,0,2,0.0,1,8,9,6,1,1,2,4,14,0
Orlando Magic,"
Mo Bamba",11:42,1,3,33.3,1,3,33.3,0,0,0.0,0,0,0,1,0,0,0,2,3,2
Orlando Magic,"
Kevon Harris",18:45,1,4,25.0,0,1,0.0,1,2,50.0,0,3,3,1,1,0,1,2,3,2
Orlando Magic,"
Chuma Okeke",16:08,3,3,100,2,2,100,0,0,0.0,2,2,4,2,0,0,0,3,8,-1
Orlando Magic,"
Bol Bol",14:52,3,7,42.9,0,1,0.0,0,0,0.0,0,5,5,0,0,4,0,2,6,9
Orlando Magic,"
R.J. Hampton",9:01,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,0,1,0,0,1,1,-2
Orlando Magic,"
Paolo Banchero
",33:35,6,13,46.2,0,3,0.0,9,11,81.8,0,4,4,2,2,0,1,3,21,-2
Orlando Magic,"
Franz Wagner
",35:58,5,15,33.3,1,6,16.7,3,4,75.0,3,3,6,5,0,0,2,3,14,4
Orlando Magic,"
Wendell Carter Jr.
",33:36,5,10,50.0,2,5,40.0,5,6,83.3,4,7,11,1,1,0,1,3,17,-11
Orlando Magic,"
Cole Anthony
",29:27,6,18,33.3,0,5,0.0,2,2,100,2,2,4,4,1,0,1,4,14,-7
Orlando Magic,"
Terrence Ross
",32:35,3,7,42.9,2,5,40.0,0,0,0.0,0,3,3,0,1,0,1,1,8,-7
Orlando Magic,"
Mo Bamba",14:00,1,3,33.3,0,2,0.0,0,0,0.0,0,3,3,0,1,0,2,4,2,-18
Orlando Magic,"
Caleb Houstan",21:05,2,4,50.0,1,2,50.0,2,2,100,0,3,3,0,0,0,1,0,7,-17
Orlando Magic,"
Chuma Okeke",12:23,0,5,0.0,0,5,0.0,0,0,0.0,1,1,2,2,0,0,1,2,0,-4
Orlando Magic,"
Bol Bol",20:16,8,10,80.0,1,2,50.0,2,2,100,3,2,5,0,0,4,2,2,19,0
Orlando Magic,"
R.J. Hampton",7:05,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-3
Orlando Magic,"
Franz Wagner
",34:42,10,20,50.0,0,4,0.0,2,3,66.7,2,3,5,5,1,1,5,3,22,2
Orlando Magic,"
Paolo Banchero
",36:59,10,19,52.6,3,5,60.0,6,8,75.0,1,7,8,4,1,2,3,2,29,-7
Orlando Magic,"
Wendell Carter Jr.
",32:48,4,9,44.4,0,3,0.0,4,4,100,3,5,8,1,0,0,3,6,12,-13
Orlando Magic,"
Terrence Ross
",31:54,3,10,30.0,1,3,33.3,0,0,0.0,1,1,2,2,2,0,0,3,7,-17
Orlando Magic,"
Cole Anthony
",32:03,2,10,20.0,1,5,20.0,4,4,100,0,6,6,5,0,1,3,5,9,-18
Orlando Magic,"
Kevon Harris",22:14,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,0,1,0,2,3,0,-4
Orlando Magic,"
Bol Bol",21:47,4,7,57.1,1,2,50.0,0,2,0.0,3,7,10,1,0,2,0,2,9,-2
Orlando Magic,"
Caleb Houstan",15:05,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,4,2,2
Orlando Magic,"
Mo Bamba",7:01,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,-2
Orlando Magic,"
Chuma Okeke",5:28,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,4
Orlando Magic,"
Paolo Banchero
",27:11,8,14,57.1,2,4,50.0,3,7,42.9,2,10,12,7,0,0,2,0,21,27
Orlando Magic,"
Bol Bol
",26:33,4,6,66.7,0,2,0.0,3,4,75.0,0,7,7,1,1,1,2,1,11,18
Orlando Magic,"
Wendell Carter Jr.
",25:36,6,13,46.2,0,3,0.0,3,4,75.0,0,5,5,4,2,0,1,1,15,20
Orlando Magic,"
Terrence Ross
",23:58,2,7,28.6,1,5,20.0,0,1,0.0,0,2,2,1,1,1,0,3,5,18
Orlando Magic,"
Franz Wagner
",23:23,5,8,62.5,1,3,33.3,2,2,100,0,1,1,4,1,0,2,0,13,23
Orlando Magic,"
Chuma Okeke",28:57,3,7,42.9,2,5,40.0,2,2,100,1,5,6,2,1,0,0,4,10,0
Orlando Magic,"
R.J. Hampton",24:37,2,7,28.6,0,1,0.0,5,5,100,1,3,4,4,2,0,1,1,9,-3
Orlando Magic,"
Caleb Houstan",24:02,1,6,16.7,1,6,16.7,0,0,0.0,0,3,3,2,0,0,2,4,3,2
Orlando Magic,"
Mo Bamba",16:53,8,12,66.7,2,5,40.0,1,1,100,1,5,6,1,0,3,1,5,19,9
Orlando Magic,"
Admiral Schofield",13:19,2,3,66.7,1,2,50.0,0,0,0.0,0,2,2,0,0,0,0,3,5,-5
Orlando Magic,"
Kevon Harris",5:31,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,1,0,2,-9
Orlando Magic,"
Paolo Banchero
",32:23,6,20,30.0,1,6,16.7,5,8,62.5,0,3,3,4,0,0,2,5,18,6
Orlando Magic,"
Bol Bol
",29:44,7,10,70.0,0,1,0.0,2,2,100,3,8,11,0,0,3,2,4,16,-5
Orlando Magic,"
Wendell Carter Jr.
",32:35,5,10,50.0,1,3,33.3,4,6,66.7,3,6,9,4,0,0,2,1,15,-6
Orlando Magic,"
Terrence Ross
",25:27,3,7,42.9,2,4,50.0,0,0,0.0,0,3,3,2,0,0,1,2,8,1
Orlando Magic,"
Franz Wagner
",35:05,3,12,25.0,0,3,0.0,5,6,83.3,0,2,2,4,0,1,3,2,11,-8
Orlando Magic,"
Chuma Okeke",24:57,2,5,40.0,1,4,25.0,0,0,0.0,2,6,8,3,0,0,0,2,5,-14
Orlando Magic,"
Kevon Harris",17:05,3,4,75.0,2,3,66.7,4,5,80.0,1,2,3,1,0,0,2,3,12,-9
Orlando Magic,"
R.J. Hampton",21:20,6,9,66.7,3,4,75.0,0,0,0.0,2,2,4,1,2,0,0,1,15,-6
Orlando Magic,"
Mo Bamba",17:19,2,4,50.0,1,1,100,0,0,0.0,0,4,4,1,0,1,0,2,5,0
Orlando Magic,"
Admiral Schofield",4:05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-4
Orlando Magic,"
Paolo Banchero
",37:26,6,13,46.2,0,1,0.0,3,3,100,0,8,8,2,1,0,4,0,15,1
Orlando Magic,"
Bol Bol
",30:53,4,6,66.7,1,1,100,4,4,100,3,9,12,1,0,4,6,2,13,-3
Orlando Magic,"
Wendell Carter Jr.
",35:26,10,15,66.7,2,2,100,8,8,100,5,7,12,2,2,1,2,3,30,4
Orlando Magic,"
Franz Wagner
",36:43,8,18,44.4,1,5,20.0,3,3,100,0,1,1,7,1,2,2,2,20,12
Orlando Magic,"
Terrence Ross
",3:43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1
Orlando Magic,"
Caleb Houstan",14:52,1,5,20.0,1,3,33.3,0,0,0.0,0,1,1,1,0,0,0,0,3,5
Orlando Magic,"
Jalen Suggs",28:26,3,14,21.4,1,9,11.1,2,2,100,0,2,2,4,2,1,4,1,9,-17
Orlando Magic,"
Mo Bamba",12:55,1,4,25.0,0,1,0.0,0,0,0.0,2,3,5,0,0,1,2,1,2,-10
Orlando Magic,"
Chuma Okeke",12:34,2,3,66.7,2,3,66.7,0,0,0.0,2,3,5,1,1,0,3,1,6,-12
Orlando Magic,"
R.J. Hampton",20:48,4,7,57.1,2,4,50.0,0,0,0.0,0,2,2,1,0,1,1,3,10,-8
Orlando Magic,"
Kevon Harris",6:14,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-13
Orlando Magic,"
Paolo Banchero
",36:06,8,17,47.1,0,4,0.0,6,9,66.7,0,8,8,3,1,1,5,3,22,-19
Orlando Magic,"
Bol Bol
",18:39,2,3,66.7,0,1,0.0,0,0,0.0,1,5,6,1,0,2,0,1,4,-11
Orlando Magic,"
Wendell Carter Jr.
",33:19,4,9,44.4,2,4,50.0,4,6,66.7,2,7,9,2,1,1,2,3,14,-2
Orlando Magic,"
Franz Wagner
",36:38,7,12,58.3,1,1,100,4,5,80.0,0,3,3,2,0,0,4,2,19,2
Orlando Magic,"
Jalen Suggs
",36:13,9,17,52.9,2,6,33.3,6,11,54.5,0,1,1,9,4,0,3,4,26,-3
Orlando Magic,"
Chuma Okeke",27:28,4,6,66.7,3,5,60.0,5,6,83.3,2,7,9,3,0,1,0,2,16,13
Orlando Magic,"
Kevon Harris",20:50,4,7,57.1,2,3,66.7,2,3,66.7,4,1,5,0,1,0,1,2,12,12
Orlando Magic,"
R.J. Hampton",20:17,4,6,66.7,3,5,60.0,4,4,100,1,1,2,0,1,1,3,3,15,6
Orlando Magic,"
Mo Bamba",5:38,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-4
Orlando Magic,"
Caleb Houstan",4:52,0,1,0.0,0,1,0.0,2,2,100,1,0,1,0,1,0,0,1,2,11
Orlando Magic,"
Paolo Banchero
",39:51,14,26,53.8,0,3,0.0,5,5,100,1,15,16,4,0,1,1,2,33,1
Orlando Magic,"
Bol Bol
",37:00,10,11,90.9,2,3,66.7,1,1,100,1,6,7,2,0,0,0,5,23,10
Orlando Magic,"
Wendell Carter Jr.
",38:53,6,9,66.7,1,3,33.3,4,4,100,0,9,9,6,1,0,4,6,17,14
Orlando Magic,"
Franz Wagner
",40:29,13,22,59.1,1,5,20.0,4,5,80.0,0,3,3,6,3,0,2,4,31,3
Orlando Magic,"
Jalen Suggs
",34:35,2,6,33.3,0,3,0.0,2,2,100,1,0,1,7,1,1,6,5,6,10
Orlando Magic,"
Chuma Okeke",22:43,2,6,33.3,0,3,0.0,0,0,0.0,2,4,6,0,2,2,1,1,4,-12
Orlando Magic,"
Terrence Ross",15:36,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,2,1,0,-13
Orlando Magic,"
Kevon Harris",16:05,1,4,25.0,0,2,0.0,2,2,100,1,2,3,0,0,0,0,1,4,-13
Orlando Magic,"
R.J. Hampton",17:09,2,6,33.3,0,1,0.0,1,1,100,1,1,2,1,0,0,1,1,5,-11
Orlando Magic,"
Admiral Schofield",2:40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4
Orlando Magic,"
Paolo Banchero
",35:29,8,16,50.0,2,4,50.0,12,14,85.7,0,6,6,4,2,0,5,4,30,-9
Orlando Magic,"
Bol Bol
",20:36,2,5,40.0,0,1,0.0,5,5,100,0,3,3,0,1,1,3,0,9,-1
Orlando Magic,"
Wendell Carter Jr.
",27:23,6,12,50.0,1,2,50.0,2,2,100,3,4,7,2,0,0,2,5,15,-6
Orlando Magic,"
Franz Wagner
",32:48,9,12,75.0,3,4,75.0,2,2,100,2,3,5,7,0,0,2,2,23,2
Orlando Magic,"
Jalen Suggs
",32:51,5,8,62.5,0,1,0.0,1,4,25.0,1,4,5,6,1,0,2,4,11,-1
Orlando Magic,"
Mo Bamba",19:37,6,7,85.7,1,2,50.0,1,2,50.0,1,3,4,3,1,1,0,3,14,0
Orlando Magic,"
Terrence Ross",30:53,8,15,53.3,5,10,50.0,0,0,0.0,0,3,3,2,1,1,4,2,21,-3
Orlando Magic,"
Kevon Harris",15:08,0,5,0.0,0,0,0.0,2,2,100,2,0,2,1,1,0,1,4,2,-6
Orlando Magic,"
Chuma Okeke",16:00,1,2,50.0,0,1,0.0,0,0,0.0,1,0,1,2,0,1,0,1,2,-6
Orlando Magic,"
Caleb Houstan",9:15,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,-5
Orlando Magic,"
Chuma Okeke
",31:34,2,5,40.0,1,2,50.0,3,6,50.0,1,6,7,2,0,1,3,4,8,4
Orlando Magic,"
Bol Bol
",25:13,4,6,66.7,2,2,100,1,2,50.0,0,7,7,0,0,1,2,1,11,-3
Orlando Magic,"
Wendell Carter Jr.
",34:16,5,9,55.6,1,2,50.0,2,2,100,0,12,12,3,0,1,5,2,13,10
Orlando Magic,"
Franz Wagner
",33:07,9,17,52.9,0,3,0.0,4,4,100,0,3,3,6,0,0,3,2,22,13
Orlando Magic,"
Jalen Suggs
",25:38,4,12,33.3,2,4,50.0,2,2,100,1,6,7,4,1,1,1,3,12,5
Orlando Magic,"
Terrence Ross",30:14,3,9,33.3,0,2,0.0,0,1,0.0,0,4,4,1,0,0,2,4,6,8
Orlando Magic,"
Mo Bamba",24:27,5,8,62.5,1,3,33.3,1,2,50.0,1,5,6,1,0,1,0,2,12,-7
Orlando Magic,"
R.J. Hampton",8:33,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,2,0,1,2,0,2,-7
Orlando Magic,"
Caleb Houstan",26:25,3,5,60.0,1,2,50.0,1,2,50.0,1,1,2,1,0,0,0,1,8,10
Orlando Magic,"
Admiral Schofield",0:33,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,2
Orlando Magic,"
Chuma Okeke
",30:22,4,10,40.0,2,6,33.3,1,1,100,3,2,5,3,1,1,0,1,11,13
Orlando Magic,"
Bol Bol
",30:54,5,8,62.5,3,3,100,0,0,0.0,0,15,15,1,0,0,3,1,13,15
Orlando Magic,"
Wendell Carter Jr.
",32:24,7,15,46.7,2,5,40.0,4,4,100,3,7,10,5,0,1,3,0,20,10
Orlando Magic,"
Franz Wagner
",30:40,7,15,46.7,0,3,0.0,3,4,75.0,1,5,6,3,0,0,2,3,17,5
Orlando Magic,"
Jalen Suggs
",31:37,7,12,58.3,1,4,25.0,1,1,100,0,3,3,5,0,0,2,3,16,16
Orlando Magic,"
Terrence Ross",24:28,5,9,55.6,2,3,66.7,2,2,100,1,1,2,2,0,0,0,1,14,9
Orlando Magic,"
Mo Bamba",18:30,3,6,50.0,1,3,33.3,2,3,66.7,1,4,5,2,0,1,1,1,9,7
Orlando Magic,"
Caleb Houstan",19:16,1,1,100,1,1,100,0,0,0.0,0,2,2,0,0,0,1,0,3,-1
Orlando Magic,"
Admiral Schofield",10:53,1,3,33.3,1,3,33.3,0,0,0.0,0,2,2,0,0,0,0,0,3,0
Orlando Magic,"
R.J. Hampton",10:56,3,3,100,2,2,100,0,0,0.0,0,0,0,2,1,1,1,1,8,11
Orlando Magic,"
Chuma Okeke
",33:07,4,10,40.0,2,6,33.3,0,0,0.0,2,1,3,0,1,1,0,2,10,-13
Orlando Magic,"
Bol Bol
",30:42,5,13,38.5,2,6,33.3,2,2,100,3,6,9,2,0,2,6,1,14,-14
Orlando Magic,"
Wendell Carter Jr.
",31:51,5,8,62.5,3,4,75.0,7,10,70.0,3,2,5,4,0,2,1,1,20,-12
Orlando Magic,"
Franz Wagner
",33:35,9,17,52.9,1,1,100,4,4,100,1,5,6,3,0,0,3,2,23,-11
Orlando Magic,"
Jalen Suggs
",30:05,1,10,10.0,0,3,0.0,0,0,0.0,1,4,5,7,1,1,5,6,2,-13
Orlando Magic,"
Mo Bamba",21:55,5,10,50.0,1,2,50.0,3,4,75.0,7,3,10,1,0,1,2,2,14,7
Orlando Magic,"
Terrence Ross",21:59,1,6,16.7,1,4,25.0,0,0,0.0,1,2,3,4,0,0,4,2,3,4
Orlando Magic,"
Caleb Houstan",15:20,2,5,40.0,2,5,40.0,0,0,0.0,2,2,4,1,0,0,0,1,6,8
Orlando Magic,"
Kevon Harris",11:05,1,2,50.0,1,1,100,0,0,0.0,2,1,3,0,0,0,0,1,3,3
Orlando Magic,"
R.J. Hampton",10:21,3,7,42.9,1,4,25.0,3,3,100,0,0,0,1,1,0,1,0,10,6
Orlando Magic,"
Chuma Okeke
",31:31,2,8,25.0,1,6,16.7,0,0,0.0,0,5,5,1,2,0,1,3,5,-11
Orlando Magic,"
Bol Bol
",34:45,12,21,57.1,0,4,0.0,2,2,100,3,9,12,1,1,3,4,2,26,-22
Orlando Magic,"
Mo Bamba
",29:20,4,11,36.4,0,5,0.0,0,0,0.0,3,7,10,2,0,1,1,5,8,0
Orlando Magic,"
Franz Wagner
",34:53,7,17,41.2,1,1,100,3,4,75.0,1,5,6,4,0,1,2,3,18,-25
Orlando Magic,"
Jalen Suggs
",32:39,8,17,47.1,5,11,45.5,2,3,66.7,3,3,6,6,2,0,3,4,23,-12
Orlando Magic,"
Terrence Ross",26:37,1,4,25.0,1,2,50.0,3,3,100,0,2,2,2,0,0,3,3,6,-2
Orlando Magic,"
Admiral Schofield",11:30,3,4,75.0,0,1,0.0,0,0,0.0,1,0,1,3,1,0,1,5,6,-9
Orlando Magic,"
Caleb Houstan",22:19,1,3,33.3,1,3,33.3,0,0,0.0,0,4,4,0,0,0,0,0,3,3
Orlando Magic,"
R.J. Hampton",10:15,2,6,33.3,0,2,0.0,0,0,0.0,0,0,0,1,0,0,1,1,4,-12
Orlando Magic,"
Kevon Harris",6:11,2,2,100,0,0,0.0,5,5,100,1,0,1,1,0,0,0,0,9,0
