TEAM,PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Boston Celtics,"
Luke Kornet",19:15,1,1,100,1,1,100,0,0,0.0,1,3,4,3,0,2,3,3,3,13
Boston Celtics,"
Sam Hauser",22:51,3,5,60.0,3,5,60.0,0,0,0.0,0,5,5,2,1,1,0,1,9,11
Boston Celtics,"
Payton Pritchard",7:24,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,2,0,0,2,1,1,1
Boston Celtics,"
Noah Vonleh",5:13,1,1,100,0,0,0.0,0,0,0.0,0,3,3,1,0,0,1,0,2,-4
Boston Celtics,"
Justin Jackson",3:41,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-6
Boston Celtics,"
Jaylen Brown
",44:36,10,26,38.5,3,10,30.0,7,7,100,2,6,8,4,1,0,3,5,30,7
Boston Celtics,"
Jayson Tatum
",42:52,8,21,38.1,2,9,22.2,8,8,100,3,9,12,6,1,4,6,0,26,-16
Boston Celtics,"
Al Horford
",39:59,5,11,45.5,1,4,25.0,1,1,100,1,11,12,1,1,1,1,2,12,11
Boston Celtics,"
Derrick White
",32:10,1,4,25.0,1,3,33.3,0,0,0.0,0,3,3,6,0,2,0,4,3,7
Boston Celtics,"
Marcus Smart
",36:48,5,12,41.7,1,5,20.0,5,5,100,0,6,6,5,0,0,1,3,16,-3
Boston Celtics,"
Grant Williams",31:37,3,7,42.9,2,6,33.3,3,4,75.0,2,5,7,0,2,1,0,5,11,4
Boston Celtics,"
Malcolm Brogdon",24:26,6,11,54.5,1,3,33.3,2,2,100,0,4,4,3,0,0,3,1,15,2
Boston Celtics,"
Sam Hauser",10:02,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,-9
Boston Celtics,"
Luke Kornet",2:30,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,1,0,-8
Boston Celtics,"
Jaylen Brown
",33:50,6,14,42.9,0,3,0.0,4,5,80.0,1,4,5,2,0,0,3,2,16,-13
Boston Celtics,"
Jayson Tatum
",40:03,8,23,34.8,3,10,30.0,17,20,85.0,2,10,12,6,1,1,1,4,36,11
Boston Celtics,"
Al Horford
",33:23,4,8,50.0,1,5,20.0,2,3,66.7,1,4,5,5,0,1,1,3,11,-13
Boston Celtics,"
Derrick White
",26:12,3,6,50.0,1,3,33.3,0,0,0.0,0,3,3,2,1,2,0,4,7,-10
Boston Celtics,"
Marcus Smart
",24:30,5,10,50.0,2,4,50.0,0,0,0.0,0,1,1,1,1,0,2,5,12,-10
Boston Celtics,"
Grant Williams",20:33,2,3,66.7,0,1,0.0,0,0,0.0,0,4,4,3,0,0,2,2,4,15
Boston Celtics,"
Malcolm Brogdon",28:51,9,10,90.0,0,0,0.0,7,9,77.8,0,2,2,4,0,1,4,2,25,4
Boston Celtics,"
Sam Hauser",18:09,3,6,50.0,2,4,50.0,0,0,0.0,2,2,4,0,0,0,0,0,8,19
Boston Celtics,"
Luke Kornet",14:29,1,3,33.3,0,1,0.0,2,2,100,1,2,3,1,2,2,0,1,4,17
Boston Celtics,"
Jaylen Brown
",37:20,10,19,52.6,6,11,54.5,4,4,100,2,3,5,3,0,0,1,5,30,-5
Boston Celtics,"
Jayson Tatum
",36:31,8,17,47.1,6,13,46.2,4,4,100,0,4,4,5,1,2,3,3,26,12
Boston Celtics,"
Blake Griffin
",15:05,3,4,75.0,1,2,50.0,0,0,0.0,0,1,1,2,0,0,2,1,7,6
Boston Celtics,"
Marcus Smart
",35:38,5,9,55.6,3,5,60.0,0,0,0.0,0,2,2,11,0,0,1,2,13,3
Boston Celtics,"
Derrick White
",22:17,3,5,60.0,1,2,50.0,0,0,0.0,1,2,3,1,0,0,1,1,7,-5
Boston Celtics,"
Grant Williams",27:32,4,7,57.1,2,4,50.0,2,2,100,1,3,4,1,2,0,2,0,12,10
Boston Celtics,"
Sam Hauser",21:06,6,9,66.7,5,8,62.5,0,0,0.0,1,2,3,2,0,0,0,2,17,14
Boston Celtics,"
Malcolm Brogdon",28:19,5,14,35.7,2,5,40.0,2,2,100,0,5,5,5,2,0,1,1,14,20
Boston Celtics,"
Noah Vonleh",16:12,3,4,75.0,1,1,100,0,0,0.0,3,4,7,0,0,0,1,2,7,20
Boston Celtics,"
Jayson Tatum
",39:35,12,25,48.0,3,11,27.3,12,16,75.0,0,3,3,2,0,2,2,2,39,15
Boston Celtics,"
Grant Williams
",37:35,0,0,0.0,0,0,0.0,2,2,100,2,3,5,1,1,1,2,3,2,6
Boston Celtics,"
Al Horford
",31:48,6,7,85.7,3,3,100,0,0,0.0,0,6,6,2,1,2,0,1,15,-5
Boston Celtics,"
Jaylen Brown
",38:16,8,20,40.0,1,6,16.7,4,5,80.0,0,9,9,2,1,0,7,4,21,-6
Boston Celtics,"
Marcus Smart
",35:44,6,11,54.5,2,6,33.3,1,3,33.3,0,7,7,12,0,0,2,4,15,4
Boston Celtics,"
Noah Vonleh",8:22,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,2,0,-11
Boston Celtics,"
Derrick White",18:09,2,5,40.0,0,2,0.0,0,0,0.0,1,1,2,1,1,1,0,2,4,-3
Boston Celtics,"
Sam Hauser",11:02,1,2,50.0,1,2,50.0,2,2,100,0,1,1,1,1,0,0,1,5,9
Boston Celtics,"
Malcolm Brogdon",19:29,3,12,25.0,2,7,28.6,0,0,0.0,3,7,10,4,0,0,1,0,8,6
Boston Celtics,"
Jayson Tatum
",31:35,10,20,50.0,5,11,45.5,6,7,85.7,0,1,1,5,1,1,1,4,31,16
Boston Celtics,"
Grant Williams
",20:27,2,4,50.0,1,3,33.3,0,0,0.0,0,4,4,1,0,0,0,5,5,15
Boston Celtics,"
Al Horford
",26:23,6,6,100,1,1,100,0,1,0.0,1,5,6,2,1,0,0,3,13,17
Boston Celtics,"
Jaylen Brown
",30:01,11,19,57.9,2,6,33.3,6,7,85.7,2,5,7,3,1,0,0,0,30,25
Boston Celtics,"
Marcus Smart
",23:23,1,6,16.7,0,4,0.0,0,0,0.0,0,3,3,11,2,0,1,2,2,22
Boston Celtics,"
Malcolm Brogdon",14:23,3,4,75.0,1,2,50.0,2,4,50.0,1,1,2,1,0,1,4,0,9,1
Boston Celtics,"
Derrick White",19:39,2,4,50.0,2,2,100,2,2,100,1,7,8,4,0,1,1,2,8,4
Boston Celtics,"
Sam Hauser",31:51,9,15,60.0,6,12,50.0,0,0,0.0,0,2,2,0,0,0,0,3,24,-1
Boston Celtics,"
Luke Kornet",17:49,1,2,50.0,0,0,0.0,0,0,0.0,3,2,5,2,0,1,2,3,2,-6
Boston Celtics,"
Payton Pritchard",12:46,2,6,33.3,0,3,0.0,0,0,0.0,0,3,3,1,0,0,2,1,4,-1
Boston Celtics,"
Noah Vonleh",6:07,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,1,0,-4
Boston Celtics,"
Justin Jackson",5:36,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-8
Boston Celtics,"
Jayson Tatum
",37:19,11,21,52.4,2,7,28.6,10,11,90.9,0,8,8,5,0,0,1,4,34,18
Boston Celtics,"
Grant Williams
",32:16,5,8,62.5,2,5,40.0,1,3,33.3,1,3,4,4,1,1,0,3,13,0
Boston Celtics,"
Al Horford
",34:26,7,12,58.3,6,8,75.0,1,2,50.0,0,7,7,2,1,0,0,0,21,11
Boston Celtics,"
Jaylen Brown
",34:47,11,15,73.3,3,4,75.0,0,0,0.0,0,8,8,8,0,0,3,3,25,8
Boston Celtics,"
Marcus Smart
",23:48,2,4,50.0,0,0,0.0,0,0,0.0,0,0,0,4,0,0,1,5,4,28
Boston Celtics,"
Derrick White",24:12,3,9,33.3,2,6,33.3,2,2,100,1,0,1,4,0,1,0,1,10,6
Boston Celtics,"
Sam Hauser",20:09,2,7,28.6,1,6,16.7,0,0,0.0,0,5,5,1,0,2,0,2,5,12
Boston Celtics,"
Luke Kornet",12:53,4,8,50.0,0,0,0.0,0,0,0.0,4,3,7,1,0,1,0,1,8,10
Boston Celtics,"
Payton Pritchard",15:45,5,6,83.3,0,1,0.0,1,2,50.0,4,1,5,0,1,0,2,0,11,0
Boston Celtics,"
Noah Vonleh",2:24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
Boston Celtics,"
JD Davison",2:02,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1
Boston Celtics,"
Grant Williams
",44:54,7,12,58.3,3,6,50.0,2,2,100,1,9,10,4,0,0,1,2,19,8
Boston Celtics,"
Jayson Tatum
",40:59,14,28,50.0,7,14,50.0,8,10,80.0,2,8,10,3,1,1,3,2,43,7
Boston Celtics,"
Blake Griffin
",21:00,3,6,50.0,1,3,33.3,0,0,0.0,1,5,6,0,0,0,0,1,7,1
Boston Celtics,"
Derrick White
",25:12,3,12,25.0,1,5,20.0,5,6,83.3,0,3,3,4,0,2,0,4,12,4
Boston Celtics,"
Marcus Smart
",43:01,7,17,41.2,4,10,40.0,0,0,0.0,1,1,2,10,5,1,1,1,18,4
Boston Celtics,"
Sam Hauser",20:45,2,7,28.6,1,6,16.7,0,0,0.0,0,1,1,1,0,0,0,2,5,-1
